chr_contig_1507	19001447	19003478
chr_contig_1198	19005517	19006874
chr_contig_1130	19009147	19010361
chr_contig_1350	19010867	19012536
chr_contig_1254	19012871	19014336
chr_contig_1411	19015029	19015846
chr_contig_1410	19015930	19016545
chr_contig_1196	19019374	19020727
chr_contig_35	19020605	19021151
chr_contig_36	19021165	19021610
chr_contig_1398	19022100	19022770
chr_contig_213	19022779	19023694
chr_contig_1170	19028890	19030175
chr_contig_1226	19036860	19038264
chr_contig_79	19041574	19042906
chr_contig_3086	19045687	19046663
chr_contig_1139	19050740	19051872
chr_contig_3129	19053054	19054373
chr_contig_84	19055389	19056735
chr_contig_1463	19057195	19059016
chr_contig_3095	19078582	19079630
chr_contig_128	19080813	19082303
chr_contig_64	19093959	19094944
chr_contig_253	19096355	19097075
chr_contig_1487	19097093	19098147
chr_contig_20	19101663	19102827
chr_contig_1585	19112277	19114435
chr_contig_1240	19115266	19116591
chr_contig_0	19118238	19119340
chr_contig_1581	19120561	19122721
chr_contig_3144	19123337	19124972
chr_contig_3747	19129985	19141369
chr_contig_3309	19141414	19144538
chr_contig_3207	19144518	19146581
chr_contig_1176	19146946	19148252
chr_contig_1351	19149615	19151286
chr_contig_2047	19152866	19157768
chr_contig_2281	19157954	19176274
chr_contig_1306	19176361	19180330
chr_contig_3614	19180672	19188840
chr_contig_2280	19189460	19196175
chr_contig_1321	19196614	19198224
chr_contig_3122	19199058	19200389
chr_contig_3186	19199790	19201711
chr_contig_1300	19201831	19203192
chr_contig_2016	19205457	19206941
chr_contig_2015	19206847	19209421
chr_contig_3910	19209511	19217272
chr_contig_3911	19217363	19219368
chr_contig_778	19219402	19222104
chr_contig_2746	19222133	19223189
chr_contig_1893	19222809	19224567
chr_contig_1892	19224625	19226027
chr_contig_1844	19226142	19228671
chr_contig_403	19228763	19228995
chr_contig_3630	19228885	19237635
chr_contig_1765	19241539	19244178
chr_contig_1465	19244691	19246424
chr_contig_1418	19249233	19251043
chr_contig_2857	19251728	19252860
chr_contig_2859	19253099	19254709
chr_contig_2858	19255377	19257930
chr_contig_4041	19257972	19272722
chr_contig_2584	19272734	19274564
chr_contig_691	19274758	19274890
chr_contig_2583	19274892	19277946
chr_contig_692	19277948	19278233
chr_contig_2586	19278323	19281195
chr_contig_2585	19281197	19283462
chr_contig_3402	19283557	19285285
chr_contig_3227	19290137	19292366
chr_contig_2108	19294869	19296517
chr_contig_2107	19296532	19299579
chr_contig_1923	19299700	19304740
chr_contig_1589	19305072	19307245
chr_contig_1456	19308082	19309794
chr_contig_1235	19310358	19311681
chr_contig_3136	19312582	19314129
chr_contig_1155	19315239	19316285
chr_contig_3293	19316519	19319271
chr_contig_3182	19322440	19324227
chr_contig_1794	19325861	19328728
chr_contig_1096	19342830	19343948
chr_contig_3107	19344364	19345606
chr_contig_2455	19349510	19358492
chr_contig_271	19358785	19359608
chr_contig_272	19359675	19360778
chr_contig_3130	19361983	19363209
chr_contig_1361	19432793	19434364
chr_contig_1163	19434366	19435637
chr_contig_1271	19435509	19436923
chr_contig_3139	19436805	19438149
chr_contig_1141	19454678	19455915
chr_contig_277	19456855	19459067
chr_contig_4430	19459826	19472114
chr_contig_1100	19755816	19756747
chr_contig_1896	19757767	19761400
chr_contig_3782	19765107	19776876
chr_contig_777	19778247	19793742
chr_contig_1043	19793940	19794777
chr_contig_3763	20193870	20205123
chr_contig_77	20243844	20245168
chr_contig_4388	20245210	20255414
chr_contig_3743	20255376	20265944
chr_contig_3436	20266024	20285666
chr_contig_1296	20287016	20288369
chr_contig_1071	20289369	20290376
chr_contig_1272	20290825	20292330
chr_contig_1526	20293650	20295186
chr_contig_1904	20296026	20299431
chr_contig_3237	20317117	20319204
chr_contig_3163	20319537	20321245
chr_contig_1641	20321247	20322277
chr_contig_1640	20322342	20324073
chr_contig_3444	20324338	20334532
chr_contig_1863	20334888	20340444
chr_contig_2456	20340767	20355902
chr_contig_4341	20356685	20358511
chr_contig_1052	20358614	20366565
chr_contig_3501	20366792	20372266
chr_contig_2288	20372532	20379391
chr_contig_2257	20405871	20415389
chr_contig_3799	20416181	20428139
chr_contig_1778	20428320	20431058
chr_contig_1330	20432270	20433706
chr_contig_2089	20433892	20438866
chr_contig_163	20439495	20440037
chr_contig_164	20440165	20440872
chr_contig_1823	20441012	20443871
chr_contig_1037	20444608	20445520
chr_contig_1457	20446338	20447954
chr_contig_3160	20447369	20448963
chr_contig_1611	20481969	20484228
chr_contig_1558	20484632	20486423
chr_contig_1817	20487629	20491707
chr_contig_1197	20493087	20494284
chr_contig_1666	20495914	20497523
chr_contig_334	20497719	20498098
chr_contig_3536	20498856	20505295
chr_contig_1590	20511265	20513540
chr_contig_3297	20513697	20515762
chr_contig_3143	20516133	20528206
chr_contig_1913	20528468	20529408
chr_contig_3719	20529653	20544841
chr_contig_1525	20544612	20546684
chr_contig_1825	20547706	20550278
chr_contig_390	20550348	20550637
chr_contig_479	20550882	20555502
chr_contig_3300	20556488	20561284
chr_contig_1600	20562081	20572228
chr_contig_3979	20577919	20596547
chr_contig_4010	20599297	20619915
chr_contig_3898	20621436	20637197
chr_contig_1327	20637809	20639429
chr_contig_1220	20641068	20642464
chr_contig_123	20642852	20644321
chr_contig_3724	20644776	20666820
chr_contig_1662	20666843	20669141
chr_contig_2286	20669846	20677049
chr_contig_1891	20677225	20680450
chr_contig_1399	20695406	20697193
chr_contig_1095	20697219	20698238
chr_contig_1118	20707740	20708917
chr_contig_1261	20708974	20710466
chr_contig_1776	20710488	20717344
chr_contig_98	20718338	20733198
chr_contig_4456	20754183	20768302
chr_contig_2468	20768367	20777507
chr_contig_428	20779460	20783141
chr_contig_2385	20783302	20791877
chr_contig_66	20792080	20815526
chr_contig_942	20815586	20866549
chr_contig_2802	20919713	20939298
chr_contig_2773	20939383	20956170
chr_contig_3868	20962530	20972770
chr_contig_355	21158367	21186523
chr_contig_4424	21186782	21197575
chr_contig_1715	21197727	21200149
chr_contig_1490	21200494	21202214
chr_contig_3246	21201670	21203825
chr_contig_3742	21202898	21213503
chr_contig_2414	21213685	21222168
chr_contig_1559	21251685	21253672
chr_contig_1224	21254320	21255723
chr_contig_1279	21256323	21257749
chr_contig_1339	21258117	21259572
chr_contig_1039	21260130	21263519
chr_contig_4214	21296784	21306762
chr_contig_31	21307054	21308229
chr_contig_3494	21309071	21315177
chr_contig_2195	21346078	21352071
chr_contig_2827	21384774	21412987
chr_contig_2582	21417557	21420131
chr_contig_2581	21420033	21438107
chr_contig_4342	21438628	21453468
chr_contig_1531	21630782	21632720
chr_contig_2587	21633282	21645911
chr_contig_2064	21646371	21651170
chr_contig_1543	21651740	21653676
chr_contig_294	21654220	21656588
chr_contig_2022	21657503	21662237
chr_contig_4026	21662390	21683986
chr_contig_1782	21684028	21686844
chr_contig_3813	21697530	21717543
chr_contig_2533	21717747	21728066
chr_contig_3859	21728518	21744125
chr_contig_1068	21744443	21745520
chr_contig_1638	21745619	21748036
chr_contig_1541	21748647	21750525
chr_contig_3200	21750846	21758854
chr_contig_1229	21759086	21760490
chr_contig_167	21760674	21762331
chr_contig_1086	21763833	21764932
chr_contig_1963	21778100	21782118
chr_contig_1781	21784159	21799292
chr_contig_2123	21800285	21805165
chr_contig_1815	21855881	21885960
chr_contig_2893	21886050	21895573
chr_contig_2894	21895919	21910959
chr_contig_1346	21913853	21915515
chr_contig_51	21915728	21916957
chr_contig_2062	21917251	21925074
chr_contig_2069	21926001	21939157
chr_contig_1257	21947858	21952514
chr_contig_2104	21952523	21957796
chr_contig_1455	21957987	21959892
chr_contig_1713	21960181	21962791
chr_contig_1237	22014325	22017348
chr_contig_1735	22017615	22020241
chr_contig_3425	22031798	22043535
chr_contig_2118	22043574	22051203
chr_contig_1575	22052210	22061954
chr_contig_4339	22063018	22067351
chr_contig_1723	22067389	22074139
chr_contig_3956	22080628	22100488
chr_contig_1320	22100826	22102241
chr_contig_1755	22102613	22105297
chr_contig_365	22110591	22113567
chr_contig_423	22113633	22114936
chr_contig_1866	22115218	22117103
chr_contig_2368	22117173	22125592
chr_contig_4599	22125587	22161493
chr_contig_2050	22161612	22166524
chr_contig_2814	22166807	22187484
chr_contig_3317	22228054	22231166
chr_contig_1078	22231643	22245667
chr_contig_3414	22245743	22254888
chr_contig_1631	22255475	22257704
chr_contig_2008	22257856	22273418
chr_contig_226	22274118	22276051
chr_contig_4356	22276086	22282174
chr_contig_1233	22322691	22323858
chr_contig_4155	22324505	22351771
chr_contig_910	22352125	22352274
chr_contig_1690	22352898	22355127
chr_contig_1194	22357803	22360785
chr_contig_1371	22369333	22370968
chr_contig_4018	22372659	22378541
chr_contig_4019	22378836	22392249
chr_contig_1406	22392961	22394335
chr_contig_3257	22393542	22395356
chr_contig_1814	22443833	22449085
chr_contig_1462	22450092	22463327
chr_contig_3691	22463395	22473807
chr_contig_4561	22474816	22500910
chr_contig_25	22501596	22502761
chr_contig_3411	22503248	22520516
chr_contig_3193	22521052	22522688
chr_contig_56	22523038	22524278
chr_contig_3295	22524426	22531694
chr_contig_4507	22531741	22598747
chr_contig_3856	22598747	22613065
chr_contig_3149	22613691	22615235
chr_contig_3533	22615593	22622304
chr_contig_2204	22622270	22629444
chr_contig_4368	22629863	22636953
chr_contig_3046	22639143	22712484
chr_contig_4076	22793907	22818905
chr_contig_678	22822222	22835291
chr_contig_4243	22836295	22884637
chr_contig_2384	22884833	22892187
chr_contig_2974	22892462	22926198
chr_contig_3851	22926323	22940137
chr_contig_3889	22997934	23017529
chr_contig_2010	23017828	23022146
chr_contig_3410	23024639	23028749
chr_contig_1383	23030430	23031966
chr_contig_3282	23032797	23035023
chr_contig_3155	23035252	23036840
chr_contig_1169	23038044	23039327
chr_contig_1067	23042854	23043913
chr_contig_3215	23045051	23046970
chr_contig_3311	23047602	23050652
chr_contig_3249	23050890	23069837
chr_contig_2398	23069684	23084709
chr_contig_3564	23089060	23096264
chr_contig_1881	23096268	23101623
chr_contig_242	23102015	23102438
chr_contig_1083	23103041	23103965
chr_contig_190	23109752	23111537
chr_contig_107	23111551	23112946
chr_contig_1974	23112974	23131270
chr_contig_3752	23131833	23143167
chr_contig_2090	23144579	23149846
chr_contig_3472	23151994	23157984
chr_contig_3987	23157296	23178306
chr_contig_1461	23205980	23207889
chr_contig_1401	23227562	23241536
chr_contig_1975	23241732	23245945
chr_contig_1639	23246352	23248582
chr_contig_1773	23249540	23254934
chr_contig_48	23255915	23257142
chr_contig_4338	23257146	23258885
chr_contig_3354	23275422	23279172
chr_contig_1028	23282008	23283008
chr_contig_1871	23323928	23329061
chr_contig_1651	23330152	23358065
chr_contig_1700	23379908	23382344
chr_contig_1919	23383372	23400579
chr_contig_3426	23400980	23405957
chr_contig_1607	23406388	23408714
chr_contig_2023	23409504	23414151
chr_contig_1026	23414984	23416008
chr_contig_1280	23416139	23417662
chr_contig_2029	23418711	23422922
chr_contig_3399	23423016	23435006
chr_contig_2082	23435328	23440238
chr_contig_1316	23471360	23472958
chr_contig_2528	23620952	23650083
chr_contig_2032	23662305	23678002
chr_contig_1992	23678229	23686086
chr_contig_2234	23686089	23695606
chr_contig_42	23699868	23701083
chr_contig_1721	23702953	23705696
chr_contig_1770	23706496	23711167
chr_contig_3498	23711291	23719644
chr_contig_1496	23719754	23721756
chr_contig_1691	23720805	23723250
chr_contig_1696	23723554	23726029
chr_contig_3520	23726291	23732478
chr_contig_2070	23932082	23937211
chr_contig_451	23937363	23948035
chr_contig_259	24051299	24053397
chr_contig_2930	24098400	24105349
chr_contig_566	24175874	24182745
chr_contig_4046	24183926	24206076
chr_contig_74	24206821	24208132
chr_contig_122	24209922	24211391
chr_contig_1990	24212229	24216449
chr_contig_2503	24216664	24226243
chr_contig_1256	24227226	24228696
chr_contig_2807	24269151	24299301
chr_contig_2361	24360229	24367593
chr_contig_2818	24368499	24388067
chr_contig_45	24428286	24428761
chr_contig_1439	24442900	24444471
chr_contig_1133	24444666	24445820
chr_contig_2371	24449260	24457226
chr_contig_46	24464126	24464309
chr_contig_3090	24473969	24474979
chr_contig_3477	24477874	24484385
chr_contig_41	24489653	24490865
chr_contig_358	24499643	24508474
chr_contig_3381	24508667	24512896
chr_contig_63	24512999	24559479
chr_contig_499	24560431	24565460
chr_contig_3834	24566776	24581019
chr_contig_626	24582512	24591380
chr_contig_484	24591701	24602939
chr_contig_2716	24603033	24628069
chr_contig_2677	24628796	24660080
chr_contig_471	24660081	24667518
chr_contig_477	24669958	24674535
chr_contig_577	24674716	24678358
chr_contig_2263	24678376	24681941
chr_contig_4713	24699830	24710851
chr_contig_674	24742628	24755200
chr_contig_457	24913341	24917455
chr_contig_680	24942846	24954392
chr_contig_1986	24959249	24963633
chr_contig_111	24964756	24966168
chr_contig_86	24990148	24997155
chr_contig_803	25001129	25021151
chr_contig_146	25021448	25025508
chr_contig_2608	25025536	25038139
chr_contig_1345	25038334	25053737
chr_contig_4539	25054259	25089431
chr_contig_4025	25089603	25101396
chr_contig_2127	25101707	25165424
chr_contig_404	25167118	25181078
